userID,emotionType,emojiSentence,imageName,songID,publicPost,postLat,postLon,timeServer,timePost,day,month,hour,min
10001000,5,N1F640,sample.png,null,1,53.31406557,-6.22563994,2014-06-13 07:44.30,2014-06-13 07:44.30,13,06,07,44
20002000,6,N1F650,sample.png,null,0,53.39044486,-6.2942826,2014-02-12 04:42.30,2014-02-12 04:42.30,12,02,04,42
10001000,1,N1F600,sample.png,null,0,53.33575543,-6.28641982,2014-05-21 20:05.30,2014-05-21 20:05.30,21,05,20,05
20002000,2,N1F610,sample.png,null,1,53.33642154,-6.33741291,2014-05-16 10:09.30,2014-05-16 10:09.30,16,05,10,09
10001000,3,N1F620,sample.png,null,0,53.3641934,-6.323189,2014-02-03 20:55.30,2014-02-03 20:55.30,03,02,20,55
20002000,4,N1F630,sample.png,null,1,53.3423343,-6.17802665,2014-10-04 17:23.30,2014-10-04 17:23.30,04,10,17,23
10001000,5,N1F640,sample.png,null,1,53.30564755,-6.27031215,2014-05-24 03:58.30,2014-05-24 03:58.30,24,05,03,58
20002000,6,N1F650,sample.png,null,0,53.30451226,-6.22251099,2014-06-07 16:54.30,2014-06-07 16:54.30,07,06,16,54
10001000,1,N1F600,sample.png,null,0,53.33557701,-6.23607955,2014-12-07 22:22.30,2014-12-07 22:22.30,07,12,22,22
20002000,2,N1F610,sample.png,null,1,53.37302574,-6.31846059,2014-04-07 18:15.30,2014-04-07 18:15.30,07,04,18,15
10001000,3,N1F620,sample.png,null,0,53.35396661,-6.28454293,2014-05-20 20:48.30,2014-05-20 20:48.30,20,05,20,48
20002000,4,N1F630,sample.png,null,1,53.35996169,-6.1826467,2014-09-13 09:19.30,2014-09-13 09:19.30,13,09,09,19
10001000,5,N1F640,sample.png,null,1,53.32233976,-6.29862969,2014-06-16 06:18.30,2014-06-16 06:18.30,16,06,06,18
20002000,6,N1F650,sample.png,null,0,53.37690318,-6.26763217,2014-12-25 21:31.30,2014-12-25 21:31.30,25,12,21,31
10001000,1,N1F600,sample.png,null,0,53.30348173,-6.21455941,2014-06-17 17:49.30,2014-06-17 17:49.30,17,06,17,49
20002000,2,N1F610,sample.png,null,1,53.34621179,-6.33458725,2014-05-13 02:45.30,2014-05-13 02:45.30,13,05,02,45
10001000,3,N1F620,sample.png,null,0,53.35403148,-6.25883177,2014-01-22 08:15.30,2014-01-22 08:15.30,22,01,08,15
20002000,4,N1F630,sample.png,null,1,53.32277725,-6.28982488,2014-09-19 14:13.30,2014-09-19 14:13.30,19,09,14,13
10001000,5,N1F640,sample.png,null,1,53.31847886,-6.21153453,2014-04-06 00:50.30,2014-04-06 00:50.30,06,04,00,50
20002000,6,N1F650,sample.png,null,0,53.33205346,-6.25748929,2014-05-09 04:27.30,2014-05-09 04:27.30,09,05,04,27
10001000,1,N1F600,sample.png,null,0,53.35222498,-6.20844911,2014-08-19 23:26.30,2014-08-19 23:26.30,19,08,23,26
20002000,2,N1F610,sample.png,null,1,53.33228437,-6.29633478,2014-05-04 10:24.30,2014-05-04 10:24.30,04,05,10,24
10001000,3,N1F620,sample.png,null,0,53.38204403,-6.25120051,2014-05-13 01:21.30,2014-05-13 01:21.30,13,05,01,21
20002000,4,N1F630,sample.png,null,1,53.3195098,-6.21800098,2014-08-15 23:57.30,2014-08-15 23:57.30,15,08,23,57
10001000,5,N1F640,sample.png,null,1,53.34289171,-6.24125916,2014-08-25 18:09.30,2014-08-25 18:09.30,25,08,18,09
20002000,6,N1F650,sample.png,null,0,53.34595119,-6.29687269,2014-02-18 16:10.30,2014-02-18 16:10.30,18,02,16,10
10001000,1,N1F600,sample.png,null,0,53.3617359,-6.25130882,2014-09-08 10:56.30,2014-09-08 10:56.30,08,09,10,56
20002000,2,N1F610,sample.png,null,1,53.32698436,-6.25208857,2014-08-22 00:31.30,2014-08-22 00:31.30,22,08,00,31
10001000,3,N1F620,sample.png,null,0,53.3609614,-6.27593677,2014-06-06 15:09.30,2014-06-06 15:09.30,06,06,15,09
20002000,4,N1F630,sample.png,null,1,53.37401525,-6.25989745,2014-08-03 18:45.30,2014-08-03 18:45.30,03,08,18,45
10001000,5,N1F640,sample.png,null,1,53.37688608,-6.28598384,2014-02-24 13:16.30,2014-02-24 13:16.30,24,02,13,16
20002000,6,N1F650,sample.png,null,0,53.35011656,-6.28703483,2014-12-01 15:22.30,2014-12-01 15:22.30,01,12,15,22
10001000,1,N1F600,sample.png,null,0,53.39436249,-6.30561057,2014-07-21 14:13.30,2014-07-21 14:13.30,21,07,14,13
20002000,2,N1F610,sample.png,null,1,53.37179902,-6.21428829,2014-08-20 05:15.30,2014-08-20 05:15.30,20,08,05,15
10001000,3,N1F620,sample.png,null,0,53.31178932,-6.25876224,2014-03-02 23:59.30,2014-03-02 23:59.30,02,03,23,59
20002000,4,N1F630,sample.png,null,1,53.30103942,-6.26109037,2014-08-23 23:22.30,2014-08-23 23:22.30,23,08,23,22
10001000,5,N1F640,sample.png,null,1,53.31920332,-6.25144939,2014-09-04 16:12.30,2014-09-04 16:12.30,04,09,16,12
20002000,6,N1F650,sample.png,null,0,53.33194799,-6.30312869,2014-04-28 23:26.30,2014-04-28 23:26.30,28,04,23,26
10001000,1,N1F600,sample.png,null,0,53.32949454,-6.21810866,2014-11-23 10:38.30,2014-11-23 10:38.30,23,11,10,38
20002000,2,N1F610,sample.png,null,1,53.3614132,-6.20137652,2014-10-07 12:48.30,2014-10-07 12:48.30,07,10,12,48
10001000,3,N1F620,sample.png,null,0,53.32677996,-6.33674862,2014-10-15 03:13.30,2014-10-15 03:13.30,15,10,03,13
20002000,4,N1F630,sample.png,null,1,53.3929502,-6.240879,2014-02-13 08:46.30,2014-02-13 08:46.30,13,02,08,46
10001000,5,N1F640,sample.png,null,1,53.36147933,-6.26758022,2014-08-28 23:53.30,2014-08-28 23:53.30,28,08,23,53
20002000,6,N1F650,sample.png,null,0,53.34438369,-6.2696218,2014-06-06 01:06.30,2014-06-06 01:06.30,06,06,01,06
10001000,1,N1F600,sample.png,null,0,53.33128977,-6.2424908,2014-05-07 23:11.30,2014-05-07 23:11.30,07,05,23,11
20002000,2,N1F610,sample.png,null,1,53.32700646,-6.25350819,2014-12-11 14:54.30,2014-12-11 14:54.30,11,12,14,54
10001000,3,N1F620,sample.png,null,0,53.32469576,-6.30969641,2014-02-05 12:22.30,2014-02-05 12:22.30,05,02,12,22
20002000,4,N1F630,sample.png,null,1,53.33574522,-6.31415923,2014-03-14 21:40.30,2014-03-14 21:40.30,14,03,21,40
10001000,5,N1F640,sample.png,null,1,53.3811044,-6.31926065,2014-05-12 21:09.30,2014-05-12 21:09.30,12,05,21,09
20002000,6,N1F650,sample.png,null,0,53.38134718,-6.31270691,2014-04-14 05:53.30,2014-04-14 05:53.30,14,04,05,53
10001000,1,N1F600,sample.png,null,0,53.36862504,-6.33059526,2014-12-21 09:03.30,2014-12-21 09:03.30,21,12,09,03
20002000,2,N1F610,sample.png,null,1,53.32082213,-6.33052442,2014-11-27 06:04.30,2014-11-27 06:04.30,27,11,06,04
10001000,3,N1F620,sample.png,null,0,53.32343517,-6.28138041,2014-12-23 23:04.30,2014-12-23 23:04.30,23,12,23,04
20002000,4,N1F630,sample.png,null,1,53.37304766,-6.3058775,2014-04-04 08:25.30,2014-04-04 08:25.30,04,04,08,25
10001000,5,N1F640,sample.png,null,1,53.32018915,-6.27037237,2014-10-13 00:43.30,2014-10-13 00:43.30,13,10,00,43
20002000,6,N1F650,sample.png,null,0,53.3140887,-6.20815797,2014-03-15 05:13.30,2014-03-15 05:13.30,15,03,05,13
10001000,1,N1F600,sample.png,null,0,53.29797086,-6.28490247,2014-10-19 05:28.30,2014-10-19 05:28.30,19,10,05,28
20002000,2,N1F610,sample.png,null,1,53.32754131,-6.22218001,2014-07-01 06:58.30,2014-07-01 06:58.30,01,07,06,58
10001000,3,N1F620,sample.png,null,0,53.35582855,-6.26292529,2014-03-20 23:27.30,2014-03-20 23:27.30,20,03,23,27
20002000,4,N1F630,sample.png,null,1,53.33490561,-6.29639396,2014-11-27 20:40.30,2014-11-27 20:40.30,27,11,20,40
10001000,5,N1F640,sample.png,null,1,53.30631961,-6.28355175,2014-07-16 02:33.30,2014-07-16 02:33.30,16,07,02,33
20002000,6,N1F650,sample.png,null,0,53.39159693,-6.27532125,2014-06-09 13:06.30,2014-06-09 13:06.30,09,06,13,06
10001000,1,N1F600,sample.png,null,0,53.34639688,-6.19771994,2014-05-04 10:54.30,2014-05-04 10:54.30,04,05,10,54
20002000,2,N1F610,sample.png,null,1,53.39139509,-6.25908759,2014-01-25 11:31.30,2014-01-25 11:31.30,25,01,11,31
10001000,3,N1F620,sample.png,null,0,53.40129061,-6.25771672,2014-03-27 17:38.30,2014-03-27 17:38.30,27,03,17,38
20002000,4,N1F630,sample.png,null,1,53.38883335,-6.25565749,2014-01-22 15:59.30,2014-01-22 15:59.30,22,01,15,59
10001000,5,N1F640,sample.png,null,1,53.38539809,-6.24200633,2014-07-14 19:47.30,2014-07-14 19:47.30,14,07,19,47
20002000,6,N1F650,sample.png,null,0,53.33354682,-6.21675252,2014-10-19 20:59.30,2014-10-19 20:59.30,19,10,20,59
10001000,1,N1F600,sample.png,null,0,53.34662489,-6.3014005,2014-04-19 14:29.30,2014-04-19 14:29.30,19,04,14,29
20002000,2,N1F610,sample.png,null,1,53.32375356,-6.20361862,2014-11-16 14:06.30,2014-11-16 14:06.30,16,11,14,06
10001000,3,N1F620,sample.png,null,0,53.39190995,-6.22717626,2014-11-05 02:01.30,2014-11-05 02:01.30,05,11,02,01
20002000,4,N1F630,sample.png,null,1,53.33983793,-6.236213,2014-02-20 14:03.30,2014-02-20 14:03.30,20,02,14,03
10001000,5,N1F640,sample.png,null,1,53.311735,-6.31674809,2014-09-14 08:39.30,2014-09-14 08:39.30,14,09,08,39
20002000,6,N1F650,sample.png,null,0,53.36053435,-6.29802584,2014-05-27 23:49.30,2014-05-27 23:49.30,27,05,23,49
10001000,1,N1F600,sample.png,null,0,53.31613064,-6.20029492,2014-05-13 14:32.30,2014-05-13 14:32.30,13,05,14,32
20002000,2,N1F610,sample.png,null,1,53.34047826,-6.3433117,2014-12-19 04:37.30,2014-12-19 04:37.30,19,12,04,37
10001000,3,N1F620,sample.png,null,0,53.35746445,-6.19973023,2014-01-25 11:05.30,2014-01-25 11:05.30,25,01,11,05
20002000,4,N1F630,sample.png,null,1,53.40201288,-6.28065038,2014-07-15 16:46.30,2014-07-15 16:46.30,15,07,16,46
10001000,5,N1F640,sample.png,null,1,53.36591733,-6.2102724,2014-06-22 06:19.30,2014-06-22 06:19.30,22,06,06,19
20002000,6,N1F650,sample.png,null,0,53.32522249,-6.24534059,2014-09-19 22:50.30,2014-09-19 22:50.30,19,09,22,50
10001000,1,N1F600,sample.png,null,0,53.34728172,-6.34714514,2014-01-21 00:55.30,2014-01-21 00:55.30,21,01,00,55
20002000,2,N1F610,sample.png,null,1,53.34121319,-6.2499568,2014-08-08 13:21.30,2014-08-08 13:21.30,08,08,13,21
10001000,3,N1F620,sample.png,null,0,53.36142517,-6.18387587,2014-01-09 22:39.30,2014-01-09 22:39.30,09,01,22,39
20002000,4,N1F630,sample.png,null,1,53.33047098,-6.22402569,2014-01-06 14:55.30,2014-01-06 14:55.30,06,01,14,55
10001000,5,N1F640,sample.png,null,1,53.32468929,-6.20772268,2014-01-01 15:04.30,2014-01-01 15:04.30,01,01,15,04
20002000,6,N1F650,sample.png,null,0,53.38012358,-6.23869181,2014-11-06 00:21.30,2014-11-06 00:21.30,06,11,00,21
10001000,1,N1F600,sample.png,null,0,53.35021081,-6.32364637,2014-05-21 12:15.30,2014-05-21 12:15.30,21,05,12,15
20002000,2,N1F610,sample.png,null,1,53.33882745,-6.29960452,2014-11-07 22:22.30,2014-11-07 22:22.30,07,11,22,22
10001000,3,N1F620,sample.png,null,0,53.31230108,-6.23861713,2014-07-16 19:48.30,2014-07-16 19:48.30,16,07,19,48
20002000,4,N1F630,sample.png,null,1,53.32734364,-6.33480438,2014-02-27 23:52.30,2014-02-27 23:52.30,27,02,23,52
10001000,5,N1F640,sample.png,null,1,53.35469078,-6.21325616,2014-08-11 17:31.30,2014-08-11 17:31.30,11,08,17,31
20002000,6,N1F650,sample.png,null,0,53.34155181,-6.20164279,2014-05-28 14:19.30,2014-05-28 14:19.30,28,05,14,19
10001000,1,N1F600,sample.png,null,0,53.33661721,-6.26311048,2014-05-13 23:35.30,2014-05-13 23:35.30,13,05,23,35
20002000,2,N1F610,sample.png,null,1,53.35917933,-6.29413938,2014-05-06 22:05.30,2014-05-06 22:05.30,06,05,22,05
10001000,3,N1F620,sample.png,null,0,53.34926285,-6.30670287,2014-02-20 16:21.30,2014-02-20 16:21.30,20,02,16,21
20002000,4,N1F630,sample.png,null,1,53.30422492,-6.23711233,2014-02-25 10:39.30,2014-02-25 10:39.30,25,02,10,39
10001000,5,N1F640,sample.png,null,1,53.29765539,-6.26695396,2014-04-16 18:13.30,2014-04-16 18:13.30,16,04,18,13
20002000,6,N1F650,sample.png,null,0,53.34748533,-6.32964752,2014-07-25 11:26.30,2014-07-25 11:26.30,25,07,11,26
10001000,1,N1F600,sample.png,null,0,53.33913985,-6.32001203,2014-04-03 01:35.30,2014-04-03 01:35.30,03,04,01,35
20002000,2,N1F610,sample.png,null,1,53.37784107,-6.28152218,2014-03-04 17:16.30,2014-03-04 17:16.30,04,03,17,16
10001000,3,N1F620,sample.png,null,0,53.3315256,-6.27200596,2014-01-13 11:45.30,2014-01-13 11:45.30,13,01,11,45
20002000,4,N1F630,sample.png,null,1,53.35707171,-6.26309069,2014-02-12 23:37.30,2014-02-12 23:37.30,12,02,23,37
10001000,5,N1F640,sample.png,null,1,53.30494226,-6.27578884,2014-05-27 19:41.30,2014-05-27 19:41.30,27,05,19,41
20002000,6,N1F650,sample.png,null,0,53.30296608,-6.2393834,2014-03-13 06:14.30,2014-03-13 06:14.30,13,03,06,14
10001000,1,N1F600,sample.png,null,0,53.39193233,-6.22450818,2014-12-21 09:18.30,2014-12-21 09:18.30,21,12,09,18
20002000,2,N1F610,sample.png,null,1,53.37330902,-6.27602346,2014-05-15 09:08.30,2014-05-15 09:08.30,15,05,09,08
10001000,3,N1F620,sample.png,null,0,53.37364871,-6.26468698,2014-02-20 15:44.30,2014-02-20 15:44.30,20,02,15,44
20002000,4,N1F630,sample.png,null,1,53.34427132,-6.1824161,2014-09-27 15:22.30,2014-09-27 15:22.30,27,09,15,22
10001000,5,N1F640,sample.png,null,1,53.3626296,-6.23504683,2014-08-17 07:56.30,2014-08-17 07:56.30,17,08,07,56
20002000,6,N1F650,sample.png,null,0,53.33760305,-6.33937907,2014-12-21 02:58.30,2014-12-21 02:58.30,21,12,02,58
10001000,1,N1F600,sample.png,null,0,53.36800904,-6.18357529,2014-07-17 01:37.30,2014-07-17 01:37.30,17,07,01,37
20002000,2,N1F610,sample.png,null,1,53.37441142,-6.31475564,2014-08-20 14:52.30,2014-08-20 14:52.30,20,08,14,52
10001000,3,N1F620,sample.png,null,0,53.38336065,-6.19723515,2014-09-17 23:12.30,2014-09-17 23:12.30,17,09,23,12
20002000,4,N1F630,sample.png,null,1,53.38377644,-6.27740451,2014-02-24 10:50.30,2014-02-24 10:50.30,24,02,10,50
10001000,5,N1F640,sample.png,null,1,53.39276501,-6.21044484,2014-04-09 20:47.30,2014-04-09 20:47.30,09,04,20,47
20002000,6,N1F650,sample.png,null,0,53.32452143,-6.21451508,2014-03-20 00:35.30,2014-03-20 00:35.30,20,03,00,35
10001000,1,N1F600,sample.png,null,0,53.38830696,-6.22859417,2014-01-10 16:51.30,2014-01-10 16:51.30,10,01,16,51
20002000,2,N1F610,sample.png,null,1,53.40186781,-6.26608819,2014-05-12 09:57.30,2014-05-12 09:57.30,12,05,09,57
10001000,3,N1F620,sample.png,null,0,53.36738519,-6.18119168,2014-08-14 16:59.30,2014-08-14 16:59.30,14,08,16,59
20002000,4,N1F630,sample.png,null,1,53.34638914,-6.2952161,2014-10-10 09:59.30,2014-10-10 09:59.30,10,10,09,59
10001000,5,N1F640,sample.png,null,1,53.39596633,-6.27007974,2014-04-10 06:13.30,2014-04-10 06:13.30,10,04,06,13
20002000,6,N1F650,sample.png,null,0,53.39055404,-6.2047546,2014-08-16 01:14.30,2014-08-16 01:14.30,16,08,01,14
10001000,1,N1F600,sample.png,null,0,53.3138567,-6.32344269,2014-04-17 07:04.30,2014-04-17 07:04.30,17,04,07,04
20002000,2,N1F610,sample.png,null,1,53.36800797,-6.27716436,2014-12-12 01:39.30,2014-12-12 01:39.30,12,12,01,39
10001000,3,N1F620,sample.png,null,0,53.34601973,-6.27567718,2014-10-10 05:38.30,2014-10-10 05:38.30,10,10,05,38
20002000,4,N1F630,sample.png,null,1,53.30605773,-6.21779019,2014-07-14 10:10.30,2014-07-14 10:10.30,14,07,10,10
10001000,5,N1F640,sample.png,null,1,53.3212295,-6.2584392,2014-11-25 13:28.30,2014-11-25 13:28.30,25,11,13,28
20002000,6,N1F650,sample.png,null,0,53.30108949,-6.26498101,2014-12-11 21:50.30,2014-12-11 21:50.30,11,12,21,50
10001000,1,N1F600,sample.png,null,0,53.32781503,-6.24759397,2014-08-15 22:54.30,2014-08-15 22:54.30,15,08,22,54
20002000,2,N1F610,sample.png,null,1,53.32200737,-6.27976353,2014-06-28 17:56.30,2014-06-28 17:56.30,28,06,17,56
10001000,3,N1F620,sample.png,null,0,53.36902079,-6.26491717,2014-11-12 03:18.30,2014-11-12 03:18.30,12,11,03,18
20002000,4,N1F630,sample.png,null,1,53.31445623,-6.23022518,2014-09-01 14:10.30,2014-09-01 14:10.30,01,09,14,10
10001000,5,N1F640,sample.png,null,1,53.3287788,-6.2099997,2014-03-10 01:46.30,2014-03-10 01:46.30,10,03,01,46
20002000,6,N1F650,sample.png,null,0,53.35689546,-6.3140968,2014-06-27 01:50.30,2014-06-27 01:50.30,27,06,01,50
10001000,1,N1F600,sample.png,null,0,53.35695573,-6.27947447,2014-06-07 17:41.30,2014-06-07 17:41.30,07,06,17,41
20002000,2,N1F610,sample.png,null,1,53.37613058,-6.32516255,2014-09-01 14:05.30,2014-09-01 14:05.30,01,09,14,05
10001000,3,N1F620,sample.png,null,0,53.37419819,-6.30291553,2014-02-12 17:51.30,2014-02-12 17:51.30,12,02,17,51
20002000,4,N1F630,sample.png,null,1,53.32774838,-6.29627395,2014-05-01 10:59.30,2014-05-01 10:59.30,01,05,10,59
10001000,5,N1F640,sample.png,null,1,53.37434369,-6.27627189,2014-04-15 13:31.30,2014-04-15 13:31.30,15,04,13,31
20002000,6,N1F650,sample.png,null,0,53.37639689,-6.26711291,2014-08-11 10:02.30,2014-08-11 10:02.30,11,08,10,02
10001000,1,N1F600,sample.png,null,0,53.34295387,-6.32493713,2014-06-09 16:36.30,2014-06-09 16:36.30,09,06,16,36
20002000,2,N1F610,sample.png,null,1,53.34300998,-6.34662421,2014-12-09 07:16.30,2014-12-09 07:16.30,09,12,07,16
10001000,3,N1F620,sample.png,null,0,53.36382315,-6.29899802,2014-08-04 12:32.30,2014-08-04 12:32.30,04,08,12,32
20002000,4,N1F630,sample.png,null,1,53.34371085,-6.295462,2014-10-14 22:44.30,2014-10-14 22:44.30,14,10,22,44
10001000,5,N1F640,sample.png,null,1,53.34069626,-6.20668659,2014-02-11 22:58.30,2014-02-11 22:58.30,11,02,22,58
20002000,6,N1F650,sample.png,null,0,53.32075752,-6.24449451,2014-08-20 14:49.30,2014-08-20 14:49.30,20,08,14,49
10001000,1,N1F600,sample.png,null,0,53.34557143,-6.27860575,2014-04-06 09:53.30,2014-04-06 09:53.30,06,04,09,53
20002000,2,N1F610,sample.png,null,1,53.30810327,-6.27332204,2014-03-27 23:34.30,2014-03-27 23:34.30,27,03,23,34
10001000,3,N1F620,sample.png,null,0,53.32170537,-6.30983287,2014-01-27 00:26.30,2014-01-27 00:26.30,27,01,00,26
20002000,4,N1F630,sample.png,null,1,53.33157039,-6.1861456,2014-06-20 02:52.30,2014-06-20 02:52.30,20,06,02,52
10001000,5,N1F640,sample.png,null,1,53.35197692,-6.2647045,2014-11-13 08:39.30,2014-11-13 08:39.30,13,11,08,39
20002000,6,N1F650,sample.png,null,0,53.38405488,-6.30325257,2014-06-07 00:15.30,2014-06-07 00:15.30,07,06,00,15
10001000,1,N1F600,sample.png,null,0,53.39075069,-6.31111997,2014-11-06 17:18.30,2014-11-06 17:18.30,06,11,17,18
20002000,2,N1F610,sample.png,null,1,53.33562525,-6.18613502,2014-01-16 15:10.30,2014-01-16 15:10.30,16,01,15,10
10001000,3,N1F620,sample.png,null,0,53.4021752,-6.25843649,2014-11-14 18:28.30,2014-11-14 18:28.30,14,11,18,28
20002000,4,N1F630,sample.png,null,1,53.33694707,-6.2895873,2014-01-17 23:27.30,2014-01-17 23:27.30,17,01,23,27
10001000,5,N1F640,sample.png,null,1,53.32208012,-6.20389312,2014-06-21 17:26.30,2014-06-21 17:26.30,21,06,17,26
20002000,6,N1F650,sample.png,null,0,53.34169465,-6.34150413,2014-09-20 20:40.30,2014-09-20 20:40.30,20,09,20,40
10001000,1,N1F600,sample.png,null,0,53.35849877,-6.30667021,2014-09-17 07:01.30,2014-09-17 07:01.30,17,09,07,01
20002000,2,N1F610,sample.png,null,1,53.33924687,-6.17485104,2014-08-14 18:43.30,2014-08-14 18:43.30,14,08,18,43
10001000,3,N1F620,sample.png,null,0,53.36928849,-6.24137926,2014-08-07 23:09.30,2014-08-07 23:09.30,07,08,23,09
20002000,4,N1F630,sample.png,null,1,53.3095396,-6.29725937,2014-10-13 23:42.30,2014-10-13 23:42.30,13,10,23,42
