latitude,longitude
53.30494226,-6.27578884
53.30296608,-6.2393834
53.39193233,-6.22450818
53.37330902,-6.27602346
53.37364871,-6.26468698
53.34427132,-6.1824161
53.3626296,-6.23504683
53.33760305,-6.33937907
53.36800904,-6.18357529
53.37441142,-6.31475564
53.38336065,-6.19723515
53.38377644,-6.27740451
53.39276501,-6.21044484
53.32452143,-6.21451508
53.38830696,-6.22859417
53.40186781,-6.26608819
53.36738519,-6.18119168
53.34638914,-6.2952161
53.39596633,-6.27007974
53.39055404,-6.2047546
53.3138567,-6.32344269
53.36800797,-6.27716436
53.34601973,-6.27567718
53.30605773,-6.21779019
53.3212295,-6.2584392
53.30108949,-6.26498101
53.32781503,-6.24759397
53.32200737,-6.27976353
53.36902079,-6.26491717
53.31445623,-6.23022518
53.3287788,-6.2099997
53.35689546,-6.3140968
53.35695573,-6.27947447
53.37613058,-6.32516255
53.37419819,-6.30291553
53.32774838,-6.29627395
53.37434369,-6.27627189
53.37639689,-6.26711291
53.34295387,-6.32493713
53.34300998,-6.34662421
53.36382315,-6.29899802
53.34371085,-6.295462
53.34069626,-6.20668659
53.32075752,-6.24449451
53.34557143,-6.27860575
53.30810327,-6.27332204
53.32170537,-6.30983287
53.33157039,-6.1861456
53.35197692,-6.2647045
53.38405488,-6.30325257
53.39075069,-6.31111997
53.33562525,-6.18613502
53.4021752,-6.25843649
53.33694707,-6.2895873
53.32208012,-6.20389312
53.34169465,-6.34150413
53.35849877,-6.30667021
53.33924687,-6.17485104
53.36928849,-6.24137926
53.3095396,-6.29725937
53.37342521,-6.24272042
53.38932325,-6.21994257
53.3406353,-6.29474544
53.3574997,-6.21962332
53.33457504,-6.17551005
53.3780976,-6.29486207
53.33702662,-6.27461592
53.36284453,-6.22957882
53.3358825,-6.2884352
53.33189736,-6.17671753
53.31987166,-6.2066635
53.31128518,-6.21695736
53.3068905,-6.2819491
53.30722214,-6.27831137
53.34835327,-6.24017668
53.37944306,-6.24016742
53.36843236,-6.24954084
53.30169898,-6.28706504
53.33521884,-6.17475804
53.34644367,-6.33653588
53.34242896,-6.17414076
53.39210918,-6.21296157
53.37814634,-6.2297997
53.3119413,-6.32120261
53.36117027,-6.29266442
53.33541886,-6.3006523
53.32428869,-6.21211782
53.34841173,-6.29361792
53.39806216,-6.25456146
53.33170487,-6.29673208
53.36629339,-6.33068543
53.34405151,-6.24763505
53.31866849,-6.3138464
53.35622233,-6.22955198
53.37916973,-6.20931413
53.34365828,-6.27577695
53.37375603,-6.19704997
53.36568515,-6.18274126
53.35307598,-6.33576293
53.33804994,-6.28631705
53.31200605,-6.25478618
53.35167948,-6.22134936
53.38211625,-6.29798805
53.38957359,-6.29420744
53.38581624,-6.22977279
53.37024568,-6.19579722
53.32170099,-6.3076222
53.33338453,-6.24026739
53.34385941,-6.18719351
53.38506954,-6.24341364
53.38931974,-6.24818612
53.33933918,-6.30616999
53.37513773,-6.31806468
53.36655563,-6.30538318
53.35174686,-6.20540248
53.38274915,-6.32747101
53.34635847,-6.21623688
53.36476813,-6.27987267
53.35762257,-6.20755791
53.33048899,-6.29795041
53.31128888,-6.22079499
53.3501192,-6.28634932
53.39938984,-6.27814816
53.39434112,-6.2429052
53.39639108,-6.25267459
53.31189567,-6.25730135
53.38855281,-6.2895036
53.3715887,-6.34069245
53.34625876,-6.23881159
53.34504625,-6.18183102
53.33631103,-6.2236139
53.3154977,-6.32670524
53.34767379,-6.33470082
53.39880576,-6.23222579
53.34234604,-6.33692834
53.36578789,-6.22358256
53.36153978,-6.26752188
53.34964582,-6.1922093
53.36428378,-6.28818979
53.39196057,-6.25939285
53.39744229,-6.27640923
53.39273832,-6.24379739
53.30713247,-6.28505174
53.38500717,-6.24787691
53.39724152,-6.26630108
53.34036014,-6.3105739
53.39626746,-6.26282973
53.38672502,-6.19662545
53.36283819,-6.18125409
53.34979261,-6.24394217
53.34046192,-6.32883006
53.34587548,-6.24653855
53.39770361,-6.25837291
53.34833772,-6.21949247
53.37170545,-6.22792578
53.33410651,-6.28052952
53.34167123,-6.23002288
53.33688882,-6.25272152
53.3425073,-6.27831242
53.36968305,-6.23687965
53.32197588,-6.24401949
53.34697789,-6.29945268
53.33158082,-6.27922554
53.36434371,-6.27461317
53.36010754,-6.22612255
53.31903261,-6.31095101
53.35059537,-6.21364447
53.31625582,-6.21162475
53.31688889,-6.32552303
53.31558135,-6.2613867
53.35927456,-6.30374114
53.36534333,-6.2289973
53.37191565,-6.27002558
53.35412702,-6.22093348
53.31036641,-6.25399334
53.34693309,-6.17274267
53.32421959,-6.28915617
53.35722449,-6.21411163
53.39594533,-6.30320465
53.35055037,-6.20643328
53.37612501,-6.32552323
53.39103066,-6.2428955
53.30911747,-6.27245046
53.37071483,-6.32730344
53.32761154,-6.3063562
53.38837352,-6.25288258
53.37817722,-6.21735119
53.30222078,-6.2956037
53.34384753,-6.29956627
53.34498632,-6.32603213
53.36243792,-6.18263433
53.33855243,-6.27262704
53.33828817,-6.25120735
53.29838365,-6.24848379
53.35433117,-6.20124621
53.31594471,-6.22098053
53.36954829,-6.17684671
53.34191169,-6.28905788
53.38128087,-6.22764946
53.30371936,-6.26550528
53.35304441,-6.29604284
53.35079505,-6.18672527
53.32733969,-6.23728178
53.33872244,-6.32940607
53.30297359,-6.29476618
53.31334133,-6.23295951
53.37441188,-6.2710287
53.39070053,-6.27977303
53.3189859,-6.32022813
53.3571838,-6.27423696
53.34830551,-6.24914079
53.32829794,-6.31315705
53.30339023,-6.29224398
53.39863906,-6.29837244
53.40302299,-6.2562568
53.32966462,-6.24880282
53.35655237,-6.29667748
53.34885845,-6.33592937
53.3778861,-6.26733206
53.33380251,-6.21926453
53.37908273,-6.20718426
53.35392852,-6.18941603
53.37893066,-6.26943729
53.38203119,-6.29588401
53.30033383,-6.25433815
53.35524948,-6.28051892
53.34628405,-6.26214627
53.32399938,-6.25130161
53.3762243,-6.21515075
53.32936938,-6.26197646
53.37802695,-6.18855174
53.36363795,-6.28455014
53.3044381,-6.21604939
53.32325787,-6.27815519
53.36082557,-6.17880377
53.39487156,-6.29301981
53.35059906,-6.22388759
53.36512928,-6.29488177
53.33110931,-6.23928698
53.31787188,-6.29335486
53.38676881,-6.31554329
53.31983879,-6.31559505
53.36009563,-6.31899448
53.35615328,-6.34481124
53.30380533,-6.28700347
53.3452992,-6.21032602
53.35799488,-6.26252708
53.39678817,-6.28142479
53.3932585,-6.23033685
53.31799123,-6.20331819
53.34216145,-6.30993324
53.34645133,-6.30551564
53.38733879,-6.19699491
53.38576585,-6.27798899
53.37899021,-6.31309045
53.3272595,-6.24741346
53.36401592,-6.25467864
53.36042401,-6.24952336
53.37819794,-6.30930175
53.31884214,-6.22418431
53.3344602,-6.24629043
53.39935342,-6.27075435
53.37648522,-6.29280333
53.32921742,-6.34241492
53.368069,-6.27238623
53.35651065,-6.27647378
53.32336675,-6.29540887
53.31984855,-6.29106134
53.35993559,-6.19806616
53.31592732,-6.21003773
53.30055784,-6.2555473
53.34556212,-6.19053561
53.35436019,-6.27035174
53.34727162,-6.18908098
53.38221665,-6.19390621
53.32069975,-6.3341257
53.33568684,-6.22624307
53.35417562,-6.22627104
53.37691005,-6.26407244
53.34551934,-6.33690152
53.33139518,-6.2048749
53.38236627,-6.2635561
53.37077555,-6.28588029
53.3797446,-6.18620561
53.34019268,-6.3450778
53.30704055,-6.23013408
53.30070243,-6.29338279
53.32900465,-6.31785733
53.39971309,-6.25617775
53.38429253,-6.22576627
53.34219291,-6.26912641
53.39073019,-6.31074312
53.35346265,-6.30240488
53.30065872,-6.26716239
53.3866307,-6.26803479
53.35159647,-6.34786607
53.36595123,-6.22703718
53.33450121,-6.29756117
53.39430327,-6.26948248
53.33256579,-6.2099048
53.34995753,-6.29509676
53.32059679,-6.3257801
53.32556044,-6.26460192
53.31291001,-6.21626555
53.33431931,-6.30954474
53.39363109,-6.27308725
53.31988791,-6.29086139
53.35973092,-6.32450329
53.32471121,-6.25161699
53.3113012,-6.20056583
53.32971331,-6.34108228
53.31283843,-6.24811266
53.36748288,-6.21626991
53.31926896,-6.29789691
53.38361762,-6.31645547
53.39082904,-6.27044868
53.34857733,-6.31747888
53.33948859,-6.31612055
53.34464603,-6.33571941
53.3762297,-6.30986483
53.33153203,-6.31426583
53.34317738,-6.31389571
53.31250217,-6.24295727
53.3503581,-6.2277686
53.38910995,-6.29004214
53.31451293,-6.28418945
53.39659446,-6.22724944
53.39071729,-6.24707492
53.37126698,-6.27624176
53.34761148,-6.32067333
53.36189677,-6.22352875
53.36631604,-6.30779438
53.33058778,-6.1873865
53.39725432,-6.25804621
53.3539247,-6.33815393
53.31767809,-6.28480016
53.32064791,-6.27950508
53.36354702,-6.29787834
53.35850187,-6.31766381
53.31069891,-6.26796215
53.39764348,-6.28514484
53.35966416,-6.2189499
53.34298726,-6.30147368
53.33792051,-6.19767552
53.35670726,-6.27004308
53.36905666,-6.24632101
53.35402492,-6.19649265
53.34726117,-6.28389874
53.32977145,-6.29894373
53.39180397,-6.27923668
53.33773988,-6.20087573
53.37444678,-6.28596674
53.31602302,-6.28382313
53.35482478,-6.19114941
53.32616009,-6.3345312
53.34099122,-6.27006162
53.35531737,-6.30627542
53.35607067,-6.30601339
53.32068566,-6.25870115
53.32537176,-6.2988462
53.35716855,-6.25945639
53.38670093,-6.21157314
53.37612258,-6.27591967
53.38265942,-6.20056667
53.33591575,-6.20388908
53.35283147,-6.32921008
53.31994206,-6.19153009
53.3804249,-6.24497503
53.33301689,-6.25774927
53.36858293,-6.23457792
53.33527348,-6.24862928
53.39573217,-6.30554682
53.39656774,-6.29098768
53.31129575,-6.20418715
53.3199199,-6.30405749
53.3463863,-6.20093404
53.3315436,-6.3256558
53.37901188,-6.33264444
53.38817192,-6.25825138
53.34246049,-6.34935154
53.37005826,-6.21229831
53.37239137,-6.19111963
53.37025805,-6.29919274
53.37482491,-6.3175344
53.38133632,-6.19395954
53.34121495,-6.29246724
53.35528045,-6.19137261
53.36564515,-6.2962209
53.32590861,-6.30904682
53.36056711,-6.21633994
53.371337,-6.21026903
53.34374358,-6.31995835
53.37948109,-6.30427398
53.30848113,-6.25738556
53.31042853,-6.29752649
53.35249999,-6.33841304
53.32543781,-6.25748245
53.32354962,-6.25153018
53.35836994,-6.25552005
53.39000402,-6.2736698
53.36355424,-6.24870906
53.35221987,-6.21792838
